ID;DATE;TYPE;KIA;WIA;CITY;REGION;COUNTRY;DETAILS;GROUP;REMARKS;TEXT;FORMATTED_ADDRESS;LOCATION_LAT;LOCATION_LNG;LOCATION_CITY;LOCATION_REGION;LOCATION_COUNTRY;LOCATION_TYPE
418;04/01/2015;UNKNOWN;0;0;Odessa;ODESSA;UKRAINE;A device was detonated against Euro-Maydan coordination office;;;A device was detonated against Euro-Maydan coordination office ;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
419;04/01/2015;HOAX/FALSE;0;0;Kherson;KHERSON;UKRAINE;Call reporting IED - First Responders action - no explosive;;River port;Call reporting IED - First Responders action - no explosive River port;Kherson, Khersons'ka oblast, Ukraine;46,635417;32,616867;Kherson;Khersons'ka oblast;Ukraine;APPROXIMATE
420;03/01/2015;UNKNOWN;0;0;Odessa;ODESSA;UKRAINE;A device was detonated in a tank car inside a railway station;;Peresyp station;A device was detonated in a tank car inside a railway station Peresyp station;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
421;01/01/2015;UNKNOWN;0;1;Kirillovka;ZAPORIZHYE;UKRAINE;A drunk man was injured due to a device he was carrying;;Inside a store;A drunk man was injured due to a device he was carrying Inside a store;Kirillovka, Samarskaya oblast', Russia, 445151;53,8582177;49,799462;Kirillovka;Samarskaya oblast';Ukraine;APPROXIMATE
422;31/12/2014;UNKNOWN;0;0;Mikolayiv;MIKOLAYIV;UKRAINE;An IED was detonated in front of a flat door;;Azure Street. A suspect was detained.;An IED was detonated in front of a flat door Azure Street. A suspect was detained.;Mykolaiv, Mykolaivs'ka oblast, Ukraine;46,975033;31,994583;Mykolaiv;Mykolaivs'ka oblast;Ukraine;APPROXIMATE
423;30/12/2014;HOAX/FALSE;0;0;Simferopol;CRIMEA;UKRAINE;Suspected IED - First Responders action - no explosive;;Simferopol airport;Suspected IED - First Responders action - no explosive Simferopol airport;Simferopol, Crimea;44,952117;34,102417;Simferopol;Crimea;Ukraine;APPROXIMATE
424;30/12/2014;CACHE/FOUND;0;0;Zolotonosh;CHERNIVTSI;UKRAINE;IED components, explosive precursors and manuals were seized;;In the flat of a man accused of throwing grenades;IED components, explosive precursors and manuals were seized In the flat of a man accused of throwing grenades;Chernivtsi, Chernivets'ka oblast, Ukraine;48,2920787;25,9358367;Chernivtsi;Chernivets'ka oblast;Ukraine;APPROXIMATE
425;29/12/2014;UNKNOWN;0;2;Starobelsk;LUHANSK;UKRAINE;A device detonated during an antiterrorism operation;;Near the city park, hidden inside a garbage bin;A device detonated during an antiterrorism operation Near the city park, hidden inside a garbage bin;Starobil's'k, Luhans'ka oblast, Ukraine;49,2736853;38,9255482;Starobil's'k;Luhans'ka oblast;Ukraine;APPROXIMATE
426;29/12/2014;PROJECTED;0;0;Zhitomir;ZHITOMYR;UKRAINE;A device was detonated in the yard affecting 2 vehicles;;Central Department of the Ministry of Revenue and Duties;A device was detonated in the yard affecting 2 vehicles Central Department of the Ministry of Revenue and Duties;Zhytomyr, Zhytomyrs'ka oblast, Ukraine;50,25465;28,658667;Zhytomyr;Zhytomyrs'ka oblast;Ukraine;APPROXIMATE
427;29/12/2014;UNKNOWN;0;0;Kiev;KIEV;UKRAINE;A device was detonated near a gas station;;Troeshchina district;A device was detonated near a gas station Troeshchina district;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
428;27/12/2014;UNKNOWN;1;0;Odessa;ODESSA;UKRAINE;A man died due to the detonation of a device he was carrying;;Sedegskaya Street;A man died due to the detonation of a device he was carrying Sedegskaya Street;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
429;27/12/2014;S-PBIED;1;0;Kherson;KHERSON;UKRAINE;A man blown himself and a second IED was disposed;;Inside currency exchange offices after asking for money;A man blown himself and a second IED was disposed Inside currency exchange offices after asking for money;Kherson, Khersons'ka oblast, Ukraine;46,635417;32,616867;Kherson;Khersons'ka oblast;Ukraine;APPROXIMATE
430;26/12/2014;CACHE/FOUND;0;0;Dnipropetrovsk;DNIPROPETROVSK;UKRAINE;Some explosive fuzes were found near a water pump station;;Some other munition was found too during the search;Some explosive fuzes were found near a water pump station Some other munition was found too during the search;Dnepropetrovsk, Dnipropetrovsk Oblast, Ukraine;48,464717;35,046183;Dnepropetrovsk;Dnipropetrovsk Oblast;Ukraine;APPROXIMATE
431;25/12/2014;HOAX/FALSE;0;0;Odessa;ODESSA;UKRAINE;Call reporting IED - First Responders action - no explosive;;Inside electrical train Odessa-Balta;Call reporting IED - First Responders action - no explosive Inside electrical train Odessa-Balta;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
432;25/12/2014;UNKNOWN;1;1;TBD;LUHANSK;UKRAINE;A military vehicle was affected by a roadside device;;;A military vehicle was affected by a roadside device ;Luhansk, Luhans'ka oblast, Ukraine;48,574041;39,307815;Luhansk;Luhans'ka oblast;Ukraine;APPROXIMATE
433;25/12/2014;UNKNOWN;0;0;Kharkiv;KHARKIV;UKRAINE;A device was detonated;;Close to a store Azhur in Rymarskaya Street;A device was detonated Close to a store Azhur in Rymarskaya Street;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
434;25/12/2014;HOAX/FALSE;0;0;Odessa;ODESSA;UKRAINE;Call reporting IED - First Responders action - no explosive;;Malinovsky District Court;Call reporting IED - First Responders action - no explosive Malinovsky District Court;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
435;24/12/2014;CACHE/FOUND;0;0;Novomoskovsk;DNIPROPETROVSK;UKRAINE;Some (24) IEDs, explosive & detonators found after detention;;Three detainees ;Some (24) IEDs, explosive & detonators found after detention Three detainees ;Novomoskovs'k, Dnipropetrovsk Oblast, Ukraine;48,6329614;35,2241571;Novomoskovs'k;Dnipropetrovsk Oblast;Ukraine;APPROXIMATE
436;24/12/2014;UNKNOWN;1;2;Kiev;KIEV;UKRAINE;Detonation of a device inside a hostel;;Sapernoye Pole Street.;Detonation of a device inside a hostel Sapernoye Pole Street.;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
437;23/12/2014;UNKNOWN;0;0;Odessa;ODESSA;UKRAINE;A device detonated in railway after the pass of a freight train;;Zastava-1 station;A device detonated in railway after the pass of a freight train Zastava-1 station;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
438;23/12/2014;UNKNOWN;0;0;Mariupol;DONETSK;UKRAINE;A railway bridge across the river Kalchik was blown up;;Km 1260;A railway bridge across the river Kalchik was blown up Km 1260;Mariupol', Donetsk Oblast, Ukraine;47,097133;37,543367;Mariupol';Donetsk Oblast;Ukraine;APPROXIMATE
439;23/12/2014;UNKNOWN;0;6;TBD;LUHANSK ;UKRAINE;A device was detonated against a check -point;;;A device was detonated against a check -point ;Luhansk, Luhans'ka oblast, Ukraine;48,574041;39,307815;Luhansk;Luhans'ka oblast;Ukraine;APPROXIMATE
440;23/12/2014;UNKNOWN;0;0;Odessa;ODESSA;UKRAINE;A bag with device was laid under a car and caused a detonation;;Zhukovskogo Street, near office of the Council for Public Safety;A bag with device was laid under a car and caused a detonation Zhukovskogo Street, near office of the Council for Public Safety;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
441;23/12/2014;CACHE/FOUND;0;0;Lisichansk;LUHANSK ;UKRAINE;Some quantities of TNT were seized inside a vehicle;;More ammunition was found inside the garage;Some quantities of TNT were seized inside a vehicle More ammunition was found inside the garage;Lysychans'k, Luhans'ka oblast, Ukraine, 93100;48,9066145;38,4433605;Lysychans'k;Luhans'ka oblast;Ukraine;APPROXIMATE
442;22/12/2014;UNKNOWN;0;0;Krasne ;KIEV;UKRAINE;A car was destroyed by the detonation of a device;;It is not clear if the device was emplaced or transported in a car;A car was destroyed by the detonation of a device It is not clear if the device was emplaced or transported in a car;Krasne, Kyivs'ka oblast, Ukraine, 07612;50,5374985;31,7177277;Krasne;Kyivs'ka oblast;Ukraine;APPROXIMATE
443;19/12/2014;CACHE/FOUND;0;0;Kiev;KIEV;UKRAINE;Detention of a woman wearing a bag with RCIED (3 Kg TNT equivalent);;Device included an anti-tamper switch and fragmentation;Detention of a woman wearing a bag with RCIED (3 Kg TNT equivalent) Device included an anti-tamper switch and fragmentation;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
444;17/12/2014;PROJECTED;0;0;Apostolovo;DNIPROPETROVSK;UKRAINE;A homemade grenade thrown against Apostolovo City Council;;;A homemade grenade thrown against Apostolovo City Council ;Apostolove, Dnipropetrovsk Oblast, Ukraine;47,660528;33,7205403;Apostolove;Dnipropetrovsk Oblast;Ukraine;APPROXIMATE
445;10/12/2014;UNKNOWN;0;0;Odessa;ODESSA;UKRAINE;An 2 Kg TNT equivalent IED contained inside a bag blown up;;A woman was seen laying the bag;An 2 Kg TNT equivalent IED contained inside a bag blown up A woman was seen laying the bag;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
446;09/12/2014;HOAX/FALSE;0;0;Kiev;KIEV;UKRAINE;Call reporting IED - First Responders action - no explosive;;Canadian embassy;Call reporting IED - First Responders action - no explosive Canadian embassy;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
447;09/12/2014;UNKNOWN;0;0;Odessa;ODESSA;UKRAINE;A device was detonated against a volunteer centre in Admiralsky St;;"1 Kg TNT equivalent against ""Dalias Hundred Severin"" facilities";"A device was detonated against a volunteer centre in Admiralsky St 1 Kg TNT equivalent against ""Dalias Hundred Severin"" facilities";Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
448;09/12/2014;UNKNOWN;0;0;Kharkiv;KHARKIV;UKRAINE;IED detonated against a memorial to Ukrainian insurgent Army;;;IED detonated against a memorial to Ukrainian insurgent Army ;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
449;06/12/2014;UNKNOWN;0;0;Pisky;DONETSK;UKRAINE;A ralway bridge was damaged by a detonation;;Krasnoarmiysk-Hrodivka, 6 beam spans & network were damaged;A ralway bridge was damaged by a detonation Krasnoarmiysk-Hrodivka, 6 beam spans & network were damaged;Pisky, Donetsk Oblast, Ukraine, 86053;48,0643351;37,6741329;Pisky;Donetsk Oblast;Ukraine;APPROXIMATE
450;05/12/2014;HOAX/FALSE;0;0;Kharkiv;KHARKIV;UKRAINE;Call reporting IED - First Responders action - no explosive;;Zmievskaya heating power station;Call reporting IED - First Responders action - no explosive Zmievskaya heating power station;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
451;02/12/2014;HOAX/FALSE;0;0;Kiev;KIEV;UKRAINE;Call reporting IED - First Responders action - no explosive;;Central railway station;Call reporting IED - First Responders action - no explosive Central railway station;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
452;02/12/2014;UNKNOWN;0;0;Odessa;ODESSA;UKRAINE;A device was detonated against a patriotic souvenir shop;;Patriot shop;"A device was detonated against a patriotic souvenir shop ""Patriot"" shop";Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
453;02/12/2014;UNKNOWN;0;0;Kharkiv;KHARKIV;UKRAINE;A device was detonated close to the gate of a military base;;Proskura Street;A device was detonated close to the gate of a military base Proskura Street;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
454;02/12/2014;HOAX/FALSE;0;0;Odessa;ODESSA;UKRAINE;Call reporting IED - First Responders action - no explosive;;South Region military prosecutorÍs office,  Pirogovskaya Street;Call reporting IED - First Responders action - no explosive South Region military prosecutorÍs office,  Pirogovskaya Street;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
455;28/11/2014;HOAX/FALSE;0;0;Kiev;KIEV;UKRAINE;Call reporting IED - First Responders action - no explosive;;Kyivgorstroy building, 2 supermarkets, one shopping centre;Call reporting IED - First Responders action - no explosive Kyivgorstroy building, 2 supermarkets, one shopping centre;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
456;27/11/2014;HOAX/FALSE;0;0;Kiev;KIEV;UKRAINE;Call reporting IED - First Responders action - no explosive;;"School, ""Klovskaya"" metro station, Post office, CAN Embassy";"Call reporting IED - First Responders action - no explosive School, ""Klovskaya"" metro station, Post office, CAN Embassy";Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
457;26/11/2014;HOAX/FALSE;0;0;Kharkiv;KHARKIV;UKRAINE;Call reporting IED - First Responders action - no explosive;;Yuzny railway station, ATB supermarket;Call reporting IED - First Responders action - no explosive Yuzny railway station, ATB supermarket;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
458;25/11/2014;HOAX/FALSE;0;0;Kharkiv;KHARKIV;UKRAINE;Call reporting IED - First Responders action - no explosive;;State Regional Administration building;Call reporting IED - First Responders action - no explosive State Regional Administration building;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
459;24/11/2014;UNKNOWN;0;0;Kharkiv;KHARKIV;UKRAINE;Device detonated beside a military facility;;Outer fence was damaged in Victory Street;Device detonated beside a military facility Outer fence was damaged in Victory Street;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
460;24/11/2014;HOAX/FALSE;0;0;Lutsk;VOLYN;UKRAINE;Call reporting IED - First Responders action - no explosive;;City Council;Call reporting IED - First Responders action - no explosive City Council;Lutsk, Volyns'ka oblast, Ukraine;50,747233;25,325383;Lutsk;Volyns'ka oblast;Ukraine;APPROXIMATE
461;21/11/2014;UNKNOWN;0;0;Kharkiv;KHARKIV;UKRAINE;Device detonated in a railway station;;Osnova railway station;Device detonated in a railway station Osnova railway station;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
462;21/11/2014;HOAX/FALSE;0;0;Lviv;LVIV;UKRAINE;Call reporting IED - First Responders action - no explosive;;City Council;Call reporting IED - First Responders action - no explosive City Council;Lviv, Lviv Oblast, Ukraine;49,839683;24,029717;Lviv;Lviv Oblast;Ukraine;APPROXIMATE
463;20/11/2014;UNKNOWN;0;0;Kharkiv;KHARKIV;UKRAINE;Device detonated near Military Hospital;;Beside an electric substation transformer in Trinkler Street ;Device detonated near Military Hospital Beside an electric substation transformer in Trinkler Street ;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
464;20/11/2014;HOAX/FALSE;0;0;Ternopol;TERNOPOL;UKRAINE;Call reporting IED - First Responders action - no explosive;;Central Office Ukrainian Service;Call reporting IED - First Responders action - no explosive Central Office Ukrainian Service;Ternopil, Ternopil's'ka oblast, Ukraine;49,553517;25,594767;Ternopil;Ternopil's'ka oblast;Ukraine;APPROXIMATE
465;18/11/2014;HOAX/FALSE;0;0;Kharkiv;KHARKIV;UKRAINE;Call reporting IED - First Responders action - no explosive;;UZD railway station, Regional Energy Corporation building;Call reporting IED - First Responders action - no explosive UZD railway station, Regional Energy Corporation building;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
466;17/11/2014;HOAX/FALSE;0;0;Kharkiv;KHARKIV;UKRAINE;Call reporting IED - First Responders action - no explosive;;Ave Plaza shopping mall;Call reporting IED - First Responders action - no explosive Ave Plaza shopping mall;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
467;17/11/2014;HOAX/FALSE;0;0;Kiev;KIEV;UKRAINE;Call reporting IED - First Responders action - no explosive;;Darnitsa metro station, Teatralnaya metro station;Call reporting IED - First Responders action - no explosive Darnitsa metro station, Teatralnaya metro station;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
468;17/11/2014;HOAX/FALSE;0;0;Kiev;KIEV;UKRAINE;Call reporting IED - First Responders action - no explosive;;Ukrainian-Polish Bussines Center;Call reporting IED - First Responders action - no explosive Ukrainian-Polish Bussines Center;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
469;16/11/2014;HOAX/FALSE;0;0;Kharkiv;KHARKIV;UKRAINE;Call reporting IED - First Responders action - no explosive;;Krasnoarmeyskaya railway station;Call reporting IED - First Responders action - no explosive Krasnoarmeyskaya railway station;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
470;14/11/2014;HOAX/FALSE;0;0;Kiev;KIEV;UKRAINE;Call reporting IED - First Responders action - no explosive;;Zolotye Vorota metro station;Call reporting IED - First Responders action - no explosive Zolotye Vorota metro station;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
471;12/11/2014;HOAX/FALSE;0;0;Kiev;KIEV;UKRAINE;Call reporting IED - First Responders action - no explosive;;Darnitsa metro station, railway ticketing, entertainment center;Call reporting IED - First Responders action - no explosive Darnitsa metro station, railway ticketing, entertainment center;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
472;12/11/2014;HOAX/FALSE;0;0;Lviv;LVIV;UKRAINE;Call reporting IED - First Responders action - no explosive;;Rovno railway station, Ivano-Frankovsk railway station;Call reporting IED - First Responders action - no explosive Rovno railway station, Ivano-Frankovsk railway station;Lviv, Lviv Oblast, Ukraine;49,839683;24,029717;Lviv;Lviv Oblast;Ukraine;APPROXIMATE
473;12/11/2014;HOAX/FALSE;0;0;Kharkiv;KHARKIV;UKRAINE;Call reporting IED - First Responders action - no explosive;;Zavod Imeny Malysheva metro station;Call reporting IED - First Responders action - no explosive Zavod Imeny Malysheva metro station;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
