DATE,TYPE,KIA,WIA,CITY,REGION
2015 FEB 06,CACHE/FOUND,0,0,Kiev,KIEV
2015 FEB 06,CACHE/FOUND,0,0,Mikolayiv,MIKOLAYIV
2015 FEB 06,CACHE/FOUND,0,0,Peresyp,ODESSA
2015 FEB 06,UNKNOWN,0,0,Odessa,ODESSA
2015 FEB 06,CACHE/FOUND,0,0,Odessa,ODESSA
2015 FEB 05,CACHE/FOUND,0,0,Bykivnia,KIEV
2015 FEB 05,PROJECTED,1,0,Ivano-Frankovsk,IVANO-FRANKIVSK
2015 FEB 04,UNKNOWN,0,2,Dnipropetrovsk,DNIPROPETROVSK
2015 FEB 03,HOAX/FALSE,0,0,Krivoy Rog,DNIPROPETROVSK
2015 JAN 30,CACHE/FOUND,0,0,Kiev,KIEV
2015 JAN 25,UNKNOWN,0,0,Kharkiv,KHARKIV
2015 JAN 23,CACHE/FOUND,0,0,Smila,CHERKASY
2015 JAN 20,UNKNOWN,0,0,Kuznetsovka,ZAPORIZHYE
2015 JAN 19,UNKNOWN,0,0,Donetsk,DONETSK
2015 JAN 19,UNKNOWN,0,14,Kharkiv,KHARKIV
2015 JAN 18,PROJECTED,0,5,Kiev,KIEV
2015 JAN 17,UNKNOWN,0,0,Kiev,KIEV
2015 JAN 17,CACHE/FOUND,0,0,Artemivskiy,DONETSK
2015 JAN 17,UNKNOWN,0,0,Odessa,ODESSA
2015 JAN 16,RCIED,1,3,Stanytsya Luhanska,LUHANSK 
2015 JAN 16,UNKNOWN,0,0,Kiev,KIEV
2015 JAN 16,UNKNOWN,0,0,Odessa,ODESSA
2015 JAN 16,UNKNOWN,0,0,Rozkishne,LUHANSK 
2015 JAN 13,RCIED,0,2,Stanytsya Luhanska,LUHANSK 
2015 JAN 12,CACHE/FOUND,0,0,Artemivskiy,DONETSK
2015 JAN 11,TIME DELAY,0,0,Nikopol,DNIPROPETROVSK
2015 JAN 05,UNKNOWN,0,0,Odessa,ODESSA
2015 JAN 04,UNKNOWN,0,0,Odessa,ODESSA
2015 JAN 04,HOAX/FALSE,0,0,Kherson,KHERSON
2015 JAN 03,UNKNOWN,0,0,Odessa,ODESSA
2015 JAN 01,UNKNOWN,0,1,Kirillovka,ZAPORIZHYE
2014 DEC 31,UNKNOWN,0,0,Mikolayiv,MIKOLAYIV
2014 DEC 30,HOAX/FALSE,0,0,Simferopol,CRIMEA
2014 DEC 30,CACHE/FOUND,0,0,Zolotonosh,CHERNIVTSI
2014 DEC 29,UNKNOWN,0,2,Starobelsk,LUHANSK
2014 DEC 29,PROJECTED,0,0,Zhitomir,ZHITOMYR
2014 DEC 29,UNKNOWN,0,0,Kiev,KIEV
2014 DEC 27,UNKNOWN,1,0,Odessa,ODESSA
2014 DEC 27,S-PBIED,1,0,Kherson,KHERSON
2014 DEC 26,CACHE/FOUND,0,0,Dnipropetrovsk,DNIPROPETROVSK
2014 DEC25,HOAX/FALSE,0,0,Odessa,ODESSA
2014 DEC 25,UNKNOWN,1,1,TBD,LUHANSK
2014 DEC 25,UNKNOWN,0,0,Kharkiv,KHARKIV
2014 DEC 25,HOAX/FALSE,0,0,Odessa,ODESSA
2014 DEC 24,CACHE/FOUND,0,0,Novomoskovsk,DNIPROPETROVSK
2014 DEC 24,UNKNOWN,1,2,Kiev,KIEV
2014 DEC 23,UNKNOWN,0,0,Odessa,ODESSA
2014 DEC 23,UNKNOWN,0,0,Mariupol,DONETSK
2014 DEC 23,UNKNOWN,0,6,TBD,LUHANSK 
2014 DEC 23,UNKNOWN,0,0,Odessa,ODESSA
2014 DEC 23,CACHE/FOUND,0,0,Lisichansk,LUHANSK 
2014 DEC 22,UNKNOWN,0,0,Krasne ,KIEV
2014 DEC 19,CACHE/FOUND,0,0,Kiev,KIEV
2014 DEC 17,PROJECTED,0,0,Apostolovo,DNIPROPETROVSK
2014 DEC 10,UNKNOWN,0,0,Odessa,ODESSA
2014 DEC 09,HOAX/FALSE,0,0,Kiev,KIEV
2014 DEC 09,UNKNOWN,0,0,Odessa,ODESSA
2014 DEC 09,UNKNOWN,0,0,Kharkiv,KHARKIV
2014 DEC 06,UNKNOWN,0,0,Pisky,DONETSK
2014 DEC 05,HOAX/FALSE,0,0,Kharkiv,KHARKIV
2014 DEC 02,HOAX/FALSE,0,0,Kiev,KIEV
2014 DEC 02,UNKNOWN,0,0,Odessa,ODESSA
2014 DEC 02,UNKNOWN,0,0,Kharkiv,KHARKIV
2014 DEC 02,HOAX/FALSE,0,0,Odessa,ODESSA
2014 NOV 28,HOAX/FALSE,0,0,Kiev,KIEV
2014 NOV 27,HOAX/FALSE,0,0,Kiev,KIEV
2014 NOV 26,HOAX/FALSE,0,0,Kharkiv,KHARKIV
2014 NOV 25,HOAX/FALSE,0,0,Kharkiv,KHARKIV
2014 NOV 24,UNKNOWN,0,0,Kharkiv,KHARKIV
2014 NOV 24,HOAX/FALSE,0,0,Lutsk,VOLYN
2014 NOV 21,UNKNOWN,0,0,Kharkiv,KHARKIV
2014 NOV 21,HOAX/FALSE,0,0,Lviv,LVIV
2014 NOV 20,UNKNOWN,0,0,Kharkiv,KHARKIV
2014 NOV 20,HOAX/FALSE,0,0,Ternopol,TERNOPOL
2014 NOV 18,HOAX/FALSE,0,0,Kharkiv,KHARKIV
2014 NOV 17,HOAX/FALSE,0,0,Kharkiv,KHARKIV
2014 NOV 17,HOAX/FALSE,0,0,Kiev,KIEV
2014 NOV 17,HOAX/FALSE,0,0,Kiev,KIEV
2014 NOV 16,HOAX/FALSE,0,0,Kharkiv,KHARKIV
2014 NOV 14,HOAX/FALSE,0,0,Kiev,KIEV
2014 NOV 12,HOAX/FALSE,0,0,Kiev,KIEV
2014 NOV 12,HOAX/FALSE,0,0,Lviv,LVIV
2014 NOV 12,HOAX/FALSE,0,0,Kharkiv,KHARKIV
2014 NOV 11,HOAX/FALSE,0,0,Kiev,KIEV
2014 NOV 10,HOAX/FALSE,0,0,Kiev,KIEV
2014 NOV 09,HOAX/FALSE,0,0,Kiev,KIEV
2014 NOV 09,UNKNOWN,0,0,Novopokrovka,KHARKIV
2014 NOV 09,TIME DELAY,0,11,Kharkiv,KHARKIV
2014 NOV 05,HOAX/FALSE,0,0,Kiev,KIEV
2014 NOV 04,HOAX/FALSE,0,0,Lviv,LVIV
2014 NOV 03,HOAX/FALSE,0,0,Kiev,KIEV
2014 NOV 02,RCIED,2,2,Mariupol,DONETSK
2014 OCT 27,HOAX/FALSE,0,0,Kharkiv,KHARKIV
2014 OCT 25,CACHE/FOUND,0,0,Mariupol,DONETSK
2014 OCT 24,CACHE/FOUND,0,0,Odessa,ODESSA
2014 OCT 23,HOAX/FALSE,0,0,Lviv,LVIV
2014 OCT 22,CACHE/FOUND,0,0,Odessa,ODESSA
2014 OCT 22,CACHE/FOUND,0,0,Mariupol,DONETSK
2014 OCT 19,HOAX/FALSE,0,0,Chernivtsi,CHERNIVTSI
2014 OCT 17,UNKNOWN,0,0,Kolomak,KHARKIV
2014 OCT 17,PROJECTED,0,1,Kiev,KIEV
2014 OCT 16,UNKNOWN,0,0,Mariupol,DONETSK
2014 OCT 14,UNKNOWN,2,6,Trehizbenka,LUHANSK 
2014 OCT 13,HOAX/FALSE,0,0,Kharkiv,KHARKIV
2014 OCT 13,HOAX/FALSE,0,0,Kiev,KIEV
2014 OCT 08,UNKNOWN,0,0,Sentyanivka,LUHANSK
2014 SEP 29,UNKNOWN,0,0,Odessa,ODESSA
2014 SEP 26,UNKNOWN,0,0,Kharkiv,KHARKIV
2014 SEP 26,HOAX/FALSE,0,0,Kiev,KIEV
2014 SEP 22,HOAX/FALSE,0,0,Rivne,RIVNE
2014 SEP 22,HOAX/FALSE,0,0,Ternopol,TERNOPOL
2014 SEP 22,HOAX/FALSE,0,0,Kiev,KIEV
2014 SEP 21,CACHE/FOUND,0,0,Yunokommunarovsk,LUHANSK
2014 SEP 20,HOAX/FALSE,0,0,Lviv,LVIV
2014 SEP 20,HOAX/FALSE,0,0,Lviv,LVIV
2014 SEP 20,HOAX/FALSE,0,0,Chernihiv,CHERNIHIV
2014 SEP 19,HOAX/FALSE,0,0,Kiev,KIEV
2014 SEP 19,CACHE/FOUND,0,0,Kherson,KHERSON
2014 SEP 17,HOAX/FALSE,0,0,Lviv,LVIV
2014 SEP 16,HOAX/FALSE,0,0,Dnipropetrovsk,DNIPROPETROVSK
2014 SEP 15,HOAX/FALSE,0,0,Lviv,LVIV
2014 SEP 13,CACHE/FOUND,0,0,Odessa,ODESSA
2014 SEP 13,CACHE/FOUND,0,0,Mikolayiv,MIKOLAYV
2014 SEP 13,UNKNOWN,0,0,Mariupol,DONETSK
2014 SEP 12,HOAX/FALSE,0,0,Kiev,KIEV
2014 SEP 11,HOAX/FALSE,0,0,Kiev,KIEV
2014 SEP 10,HOAX/FALSE,0,0,Kiev,KIEV
2014 SEP 10,HOAX/FALSE,0,0,Kiev,KIEV
2014 SEP 08,UNKNOWN,0,0,Odessa,ODESSA
2014 SEP 07,UNKNOWN,0,0,Kharkiv,KHARKIV
2014 SEP 07,UNKNOWN,0,0,Slovyansk ,DONETSK 
2014 SEP 05,HOAX/FALSE,0,0,Vladimir-Volynsk,VOLYN
2014 SEP 05,HOAX/FALSE,0,0,Kiev,KIEV
2014 SEP 03,UNKNOWN,0,0,Zanky,KHARKIV
2014 SEP 02,HOAX/FALSE,0,0,Kiev,KIEV
2014 SEP 01,HOAX/FALSE,0,0,Kiev,KIEV
2014 SEP 01,HOAX/FALSE,0,0,Odessa,ODESSA
2014 AUG 30,HOAX/FALSE,0,0,Yalta,CRIMEA
2014 AUG 28,UNKNOWN,0,0,Donetsk,DONETSK
2014 AUG 28,HOAX/FALSE,0,0,Kiev,KIEV
2014 AUG 27,UNKNOWN,0,0,Shostka,SUMY
2014 AUG 23,UNKNOWN,0,0,Zanky,KHARKIV
2014 AUG 22,CACHE/FOUND,0,0,Odessa,ODESSA
2014 AUG 22,CACHE/FOUND,0,0,Kiev,KIEV
2014 AUG 17,CACHE/FOUND,0,0,Kharkiv,KHARKIV
2014 AUG 15,UNKNOWN,0,0,Melitopol,ZAPORIZHYE
2014 AUG 14,HOAX/FALSE,0,0,Kiev,KIEV
2014 AUG 13,CACHE/FOUND,0,0,Mikolayiv,MIKOLAYV
2014 AUG 12,CACHE/FOUND,0,0,Druzhkovka,DONETSK
2014 AUG 09,HOAX/FALSE,0,0,Kiev,KIEV
2014 AUG 08,HOAX/FALSE,0,0,Kiev,KIEV
2014 AUG 08,UNKNOWN,0,0,Severodonetsk,LUHANSK 
2014 AUG 08,CACHE/FOUND,0,0,Amvrosiivka,DONETSK
2014 AUG 08,PROJECTED,0,2,Kiev,KIEV
2014 AUG 07,HOAX/FALSE,0,0,Kiev,KIEV
2014 AUG 07,CACHE/FOUND,0,0,Krasnogorivka,DONETSK
2014 AUG 06,UNKNOWN,1,0,Yevsuh,LUHANSK
2014 AUG 06,UNKNOWN,0,0,Horlivka,DONETSK
2014 AUG 04,HOAX/FALSE,0,0,Krivoy Rog,DNIPROPETROVSK
2014 AUG 04,UNKNOWN,0,8,Donetsk,DONETSK
2014 AUG 03,UNKNOWN,0,0,Kharkiv,KHARKIV
2014 AUG 03,CACHE/FOUND,1,0,TBD,DONETSK
2014 AUG 01,UNKNOWN,1,4,Donetsk,DONETSK
2014 JUL 30,UNKNOWN,0,0,Grushevaha,KHARKIV
2014 JUL 26,HOAX/FALSE,0,0,Lviv,LVIV
2014 JUL 29,VOIED,1,8,Berestove,DONETSK
2014 JUL 25,HOAX/FALSE,0,0,Kiev,KIEV
2014 JUL 24,UNKNOWN,0,0,Gorlovka,DONETSK 
2014 JUL 24,UNKNOWN,0,0,Slovyansk ,DONETSK 
2014 JUL 23,UNKNOWN,0,0,Gorlovka,DONETSK 
2014 JUL 23,UNKNOWN,0,0,Lisichansk,LUHANSK 
2014 JUL 23,UNKNOWN,0,0,Mihailovka,LUHANSK 
2014 JUL 23,UNKNOWN,0,0,Zaporizhia,ZAPORIZHYE
2014 JUL 21,VBIED,5,7,Kamyanka,DONETSK
2014 JUL 21,UNKNOWN,0,0,Severodonetsk,LUHANSK 
2014 JUL 20,HOAX/FALSE,0,0,Kharkiv,KHARKIV
2014 JUL 16,UNKNOWN,0,0,Gorlovka,DONETSK
2014 JUL 20,HOAX/FALSE,0,0,Kiev,KIEV
2014 JUL 13,UNKNOWN,0,0,Odessa,ODESSA
2014 JUL 13,UNKNOWN,0,0,Odessa,ODESSA
2014 JUL 13,UNKNOWN,0,0,Zugres,DONETSK
2014 JUL 12,UNKNOWN,0,0,Slovyansk ,DONETSK 
2014 JUL 11,UNKNOWN,0,0,Titarovka,LUHANSK 
2014 JUL 11,UNKNOWN,0,0,Krasna Hora,DONETSK
2014 JUL 10,UNKNOWN,0,0,Horlivka,DONETSK
2014 JUL 10,UNKNOWN,0,0,Seversk,DONETSK
2014 JUL 09,UNKNOWN,0,0,Svitlodars'k,DONETSK
2014  JUL 08,HOAX/FALSE,0,0,Odessa,ODESSA
2014 JUL 08,CACHE/FOUND,0,0,Gulyaipole,ZAPORIZHYE
2014  JUL 07,HOAX/FALSE,0,0,Odessa,ODESSA
2014 JUL 07,UNKNOWN,0,0,Zuhres,DONETSK
2014 JUL 07,UNKNOWN,0,0,Schastia ,LUHANSK 
2014 JUY 07 ,UNKNOWN,0,0,Yasinovataya,DONETSK
2014 JUL 07,UNKNOWN,0,0,Amvrosiivka,DONETSK
2014 JUL 07 ,UNKNOWN,0,0,Novobakhmutivka,DONETSK
2014 JUL 07 ,UNKNOWN,0,0,Zakotnoye,DONETSK
2014 JUL 07 ,UNKNOWN,0,0,Seleznevka,DONETSK
2014 JUL 06 ,UNKNOWN,0,0,Donbass,DONETSK 
2014 JUL 06 ,CACHE/FOUND ,0,0,Slovyansk ,DONETSK 
2014 JUL 05 ,VBIED ,0,0,Kramatorks ,DONETSK 
2014 JUL 05 ,UNKNOWN,0,0,Gorodishche ,LUHANSK 
2014  JUL 04,HOAX/FALSE,0,0,Odessa,ODESSA
2014 JUL 04 ,UNKNOWN,0,1,Odessa ,ODESSA 
2014 JUL 04,UNKNOWN,0,1,Odessa,ODESSA
2014 JUL 04 ,UNKNOWN,0,0,Luhansk ,LUHANSK
2014 JUL 04,UNKNOWN,0,0,Trekhizbenka,LUHANSK
2014  JUL 03,HOAX/FALSE,0,0,Odessa,ODESSA
2014 JUL 03,UNKNOWN,2,1,Kryva Luka,DONETSK
2014 JUL 03,PROJECTED,0,0,Mikolayiv,MIKOLAYV
2014 JUL 02,UNKNOWN,0,0,TBD,KHARKIV
2014  JUL 02,HOAX/FALSE,0,0,Odessa,ODESSA
2014 JUL 01,CWIED,0,0,Svyatogorsk,DONETSK
2014 JUL 01,UNKNOWN,0,0,Slovyansk,DONETSK
2014 JUN 30,CACHE/FOUND,0,0,Kharkiv,KHARKIV
2014 JUN 29,UNKNOWN,0,0,Chugev,KHARKIV
2014 JUN 29,UNKNOWN,0,0,Kolodyazne,KHARKIV
2014 JUN 27,UNKNOWN,0,0,Donbass,DONETSK
2014 JUN 26,CACHE/FOUND,0,0,Kulbakino,MIKOLAYIV
2014 JUN 25,UNKNOWN,0,0,Nuts,ZAPORIZHYE
2014 JUN 24,UNKNOWN,0,0,Novokarlivka,ZAPORIZHYE
2014 JUN 24,UNKNOWN,0,0,(near) Luhansk,LUHANSK
2014 JUN 23,CRIME,0,0,Donbass,DONETSK
2014 JUN 23,UNKNOWN,0,0,Semenivka,DONETSK
2014 JUN 22,UNKNOWN,0,0,Kuteinykove,DONETSK
2014 JUN 22,UNKNOWN,0,0,Ilovaish,DONETSK
2014 JUN 20,CACHE/FOUND,0,0,Rubezhansky,LUHANSK
2014 JUN 18,UNKNOWN,0,0,Amvrosiivka,DONETSK
2014 JUN 19,CACHE/FOUND,0,0,Kulbakino,MIKOLAYIV
2014 JUN 19,UNKNOWN,0,0,Donetsk,DONETSK
2014 JUN 17,UNKNOWN,0,0,TBD,POLTAVA
2014 JUN 16,CACHE/FOUND,0,0,Odessa,ODESSA
2014 JUN 15,UNKNOWN,0,0,Stanitsa-Luhanska˜,LUHANSK
2014 JUN 13,UNKNOWN,0,0,Kiev,KIEV
2014 JUN 12,VBIED,3,4,Donetsk,DONETSK
2014 JUN 10,UNKNOWN,0,0,Galitsynovk,DONETSK
2014 JUN 08,CRIME,0,0,Thorez,DONETSK
2014 JUN 07,VOIED,0,1,Kiev,KIEV
2014 MAY 31,RCIED,0,0,Raisins,KHARKIV
2014 MAY 28,UNKNOWN,0,0,Starobeshevo,DONETSK
2014 MAY 27,UNKNOWN,0,0,Kurakhovo,DONETSK
2014 MAY 23,CACHE/FOUND,0,0,Dnipropetrovsk,DNIPROPETROVSK
2014 MAY 23,UNKNOWN,0,0,Shterovk,LUHANKS
2014 MAY 22,UNKNOWN,0,0,Lisichansk,LUHANKS
2014 MAY 18,CACHE/FOUND,0,0,Kiev,KIEV
2014 MAY 15,RCIED,0,0,Nebilyv,IVANO-FRANKIVSK
2014 MAY 14,TIME DELAY,0,0,Odessa,ODESSA
2014 MAY 09,UNKNOWN,0,0,Kiev,KIEV
2014 MAY 08,CACHE/FOUND,0,0,Mikolayiv,MIKOLAYIV
2014 MAY 03,PROJECTED,0,0,Odessa,ODESSA
2014 APR 29,VOIED,1,1,TBD,DONETSK
2014 APR 27,CACHE/FOUND,0,0,Kharkiv,KHARKIV
2014 APR 26,UNKNOWN,0,0,Kramatorsk,DONETSK
2014 APR 25,PROJECTED,0,7,Ovidiopol road,ODESSA
2014 APR 12,HOAX/FALSE,0,0,Kharkiv,KHARKIV
2014 APR 06,VOIED,0,0,Luhanks,LUHANKS
2014 MAR 25,UNKNOWN,0,0,Myrnyi,CRIMEA
2014 MAR 18,PROJECTED,0,0,Odessa,ODESSA
2014 MAR 03,CACHE/FOUND,0,0,Bakhchisaray,CRIMEA
2014 JAN 25,UNKNOWN,0,0,Cherkassy,CHERKASY
2014 FEB 06,VOIED,0,1,Kiev,KIEV
