ID,DATE,TYPE,KIA,WIA,CITY,REGION,COUNTRY,DETAILS,GROUP,REMARKS,TEXT
147,00:00.0,CACHE/FOUND,0,0,TBD,CHERNIHIV,UKRAINEæ,Explosives were seized after the detention of 2 criminal groups,,5 TNT blocks (200 gr each),Explosives were seized after the detention of 2 criminal groups 5 TNT blocks (200 gr each)
148,00:00.0,HOAX/FALSE,0,0,Zhytomir,ZHYTOMYR,UKRAINEæ,Call reporting IED - First Responders action - no explosive,,Regional philharmonic hall . HOAX caller was detained,Call reporting IED - First Responders action - no explosive Regional philharmonic hall . HOAX caller was detained
149,00:00.0,CACHE/FOUND,0,0,Stanytsia Luhanska,LUHANSK ,UKRAINE,Explosives seized after a search done by border patrols,,"10 TNT blocks, along with rocket launchers and hand grenades","Explosives seized after a search done by border patrols 10 TNT blocks, along with rocket launchers and hand grenades"
150,00:00.0,VOIED,0,0,Krasnoarmiysk,DONETSK,UKRAINE,An IED was found close to a gas station ,,Pressure plate,An IED was found close to a gas station  Pressure plate
151,00:00.0,UNKNOWN,0,0,Berdyansk,ZAPORIZHYE,UKRAINE,The trunk of a car owned by a bussinesmen was blown up,,Reasons of explosion are not clear (It could be an accident instead an IED),The trunk of a car owned by a bussinesmen was blown up Reasons of explosion are not clear (It could be an accident instead an IED)
152,00:00.0,UNKNOWN,0,1,Odessa,ODESSA,UKRAINE,"A device blew up at the door of Caf_ ""Liberty""",,Richelieu Street (04:00 AM),"A device blew up at the door of Caf_ ""Liberty"" Richelieu Street (04:00 AM)"
153,00:00.0,UNKNOWN,0,0,Kharkiv,KHARKIV,UKRAINE,A car was blown up,,Akademika Pavlova Street,A car was blown up Akademika Pavlova Street
154,00:00.0,CACHE/FOUND,0,0,Shchastya,LUHANSK,UKRAINE,A device was found under a house and disposed,,"2 TM-62M landmines as main charge, TNT block as booster and detonators","A device was found under a house and disposed 2 TM-62M landmines as main charge, TNT block as booster and detonators"
155,00:00.0,CACHE/FOUND,0,0,Krasnoarmiysk,DONETSK,UKRAINE,A suspect was detained after a search in his house,,"8 TNT blocks, plastic explosive and 15 electric detonators, plus weapons","A suspect was detained after a search in his house 8 TNT blocks, plastic explosive and 15 electric detonators, plus weapons"
156,00:00.0,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"2 sites: Hotel ""Khrarkov"" & Migration Service office (Rymarska Street)","Call reporting IED - First Responders action - no explosive 2 sites: Hotel ""Khrarkov"" & Migration Service office (Rymarska Street)"
157,00:00.0,CACHE/FOUND,0,0,Donetsk,DONETSK,UKRAINE,Explosives were seized after the detention of a suspect of attacks,,"About 50 Kg of explosives and detonators, along with weapons","Explosives were seized after the detention of a suspect of attacks About 50 Kg of explosives and detonators, along with weapons"
158,00:00.0,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,5 governmental facilities,Call reporting IED - First Responders action - no explosive 5 governmental facilities
159,00:00.0,CACHE/FOUND,0,0,Kharkiv,KHARKIV,UKRAINE,A suspect was detained when trying to lay an IED near a train station,,"Kharkiv-Pasazhyrskiy station. 2,5 Kg TNT","A suspect was detained when trying to lay an IED near a train station ""Kharkiv-Pasazhyrskiy"" station. 2,5 Kg TNT"
160,00:00.0,CACHE/FOUND,0,0,Odessa,ODESSA,UKRAINE,An IED manufacturer was detained,,Involved in some IED attacks in Odessa. Components of IEDs were seized,An IED manufacturer was detained Involved in some IED attacks in Odessa. Components of IEDs were seized
161,00:00.0,UNKNOWN,0,1,Lviv,LVIV,UKRAINE,IED attack against a secondary door of an Office of District Police,,Yuri Lipa Street. Todays second IED attack against Police Stations in Lviv,IED attack against a secondary door of an Office of District Police Yuri Lipa Street. Todays second IED attack against Police Stations in Lviv
162,00:00.0,UNKNOWN,0,1,Lviv,LVIV,UKRAINE,A device blew up in the entrance to an Office of District Police,,Plugova Street,A device blew up in the entrance to an Office of District Police Plugova Street
163,00:00.0,UNKNOWN,0,1,Donetsk,DONETSK,UKRAINE,The car of the secretary of DNR Head was attacked with an IED,,Kuibyshev  district (Potential Underbelly under passenger seat),The car of the secretary of DNR Head was attacked with an IED Kuibyshev  district (Potential Underbelly under passenger seat)
164,00:00.0,CACHE/FOUND,0,0,Pavlograd,DNIPROPETROVSK,UKRAINE,Explosives were seized from a car search in a Police check point,,"4 blocks of TNT, 1200 gr of plastic explosive, 3 detonators, and weapons","Explosives were seized from a car search in a Police check point 4 blocks of TNT, 1200 gr of plastic explosive, 3 detonators, and weapons"
165,00:00.0,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,4 government sites all around the city,Call reporting IED - First Responders action - no explosive 4 government sites all around the city
166,00:00.0,TIME DELAY,0,0,Mariupol,DONETSK,UKRAINE,IED was disposed in a bus stop near central market,,"200 gr TNT, mechanical time delay switch, batteries, and metal pieces","IED was disposed in a bus stop near central market 200 gr TNT, mechanical time delay switch, batteries, and metal pieces"
167,00:00.0,CACHE/FOUND,0,0,Popasna,LUHANSK,UKRAINE,A guy was detained when trying to lie a device in a bakery plant,,He confessed a group threated him and his family in order to do it,A guy was detained when trying to lie a device in a bakery plant He confessed a group threated him and his family in order to do it
168,00:00.0,UNKNOWN,1,0,Brovary,æKIEV,UKRAINEæ,There was a detonation in a kiosk close to a bus stop,,"Bus stop ""Shevchenko Park"". A gas cilinder blew up (TBC if IED or accident)","There was a detonation in a kiosk close to a bus stop Bus stop ""Shevchenko Park"". A gas cilinder blew up (TBC if IED or accident)"
169,00:00.0,UNKNOWN,0,0,Vasilyevka,DONETSK,UKRAINE,A bridge over Kalmius river affected by the detonation of a device,,,A bridge over Kalmius river affected by the detonation of a device 
170,00:00.0,CACHE/FOUND,0,0,Kievæ,æKIEV,UKRAINEæ,2 Kg of TNT were found along with hand grenades and ammunition,,Near a water station in Svyatoshinsky district ,2 Kg of TNT were found along with hand grenades and ammunition Near a water station in Svyatoshinsky district 
171,00:00.0,CACHE/FOUND,0,0,TBD,ZHYTOMYR,UKRAINEæ,Two servicemen were detained in a minibus with explosives,,"Road Zhytomyr- Chernivtsi . 3 Kg of flash powder, TNT","Two servicemen were detained in a minibus with explosives Road Zhytomyr- Chernivtsi . 3 Kg of flash powder, TNT"
172,00:00.0,CACHE/FOUND,0,0,Lysychansk,LUHANSK,UKRAINEæ,A cache with explosives was found in a destroyed plant,,"10 Kg TNT plus electric detonators, landmines, hand grenadesƒ","A cache with explosives was found in a destroyed plant 10 Kg TNT plus electric detonators, landmines, hand grenadesƒ"
173,00:00.0,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,An IED close to a billboard was disposed by Police,,Between Cosmonauts St and General Petrov St. Reported as RCIED (TBC),An IED close to a billboard was disposed by Police Between Cosmonauts St and General Petrov St. Reported as RCIED (TBC)
174,00:00.0,CACHE/FOUND,0,0,Mikolayiv,MIKOLAYIV,UKRAINE,Detention of a group planning to blown a bridge up,,Explosives seized. They planned to attack Ingul & Varvarovskogo bridges.,Detention of a group planning to blown a bridge up Explosives seized. They planned to attack Ingul & Varvarovskogo bridges.
175,00:00.0,CACHE/FOUND,0,0,Novohrad-Volynskyi,ZHYTOMYR,UKRAINE,A cache protected by IEDs was found,,Some IEDs were found along with hand grenades and ammunition,A cache protected by IEDs was found Some IEDs were found along with hand grenades and ammunition
176,00:00.0,UNKNOWN,0,0,Sumy,SUMY,UKRAINE,IED was detonated against a political party local office,,Office of political party ‚???????????é (Fatherland).,IED was detonated against a political party local office Office of political party ‚???????????é (Fatherland).
177,00:00.0,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Rymarska Street,Call reporting IED - First Responders action - no explosive Rymarska Street
178,00:00.0,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,A device was blown up against a restaurant,,????????? (Angelov) Caf_ (400-650 gr TNT equivalent). ,"A device was blown up against a restaurant ""?????????"" (Angelov) Caf_ (400-650 gr TNT equivalent). "
179,00:00.0,CACHE/FOUND,0,0,Kievæ,æKIEV,UKRAINEæ,About 4 Kg of explosive were found in a weapons cache,,Darnitsky district,About 4 Kg of explosive were found in a weapons cache Darnitsky district
180,00:00.0,CACHE/FOUND,0,0,Komsomolsk,POLTAVA,UKRAINEæ,"During the detention of suspects, explosives were seized",,400 grams of TNT along with weapons,"During the detention of suspects, explosives were seized 400 grams of TNT along with weapons"
181,00:00.0,UNKNOWN,0,0,Darivka,LUHANSK ,UKRAINE,IED attack damaged railroad and a locomotive,,,IED attack damaged railroad and a locomotive 
182,00:00.0,UNKNOWN,0,0,Kharkiv,KHARKIV,UKRAINE,A device was blown up close to a university hostel,,"Near ""Oleksiivska"" Metro Station. Two more explosions reported during night","A device was blown up close to a university hostel Near ""Oleksiivska"" Metro Station. Two more explosions reported during night"
183,00:00.0,HOAX/FALSE,0,0,Mikolayiv,MIKOLAYIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Against a gas pipeline. Caller was identified and detained.,Call reporting IED - First Responders action - no explosive Against a gas pipeline. Caller was identified and detained.
184,00:00.0,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Rymarska Street,Call reporting IED - First Responders action - no explosive Rymarska Street
185,00:00.0,CACHE/FOUND,0,0,Milovskyi,LUHANSK,UKRAINE,Explosives and components for IEDs were seized,,"Along with weapons, during the detention of a suspect group","Explosives and components for IEDs were seized Along with weapons, during the detention of a suspect group"
186,00:00.0,CACHE/FOUND,0,0,Artemivsk,DONETSK,UKRAINE,Explosives and weapons were found inside a private house,,"About one hundred TNT blocks, three kilos of plastic explosive, detonators","Explosives and weapons were found inside a private house About one hundred TNT blocks, three kilos of plastic explosive, detonators"
187,00:00.0,UNKNOWN,0,0,Orikhove,LUHANSK ,UKRAINE,A portion of railway was blown up,,,A portion of railway was blown up 
188,00:00.0,HOAX/FALSE,0,0,Odessa,ODESSA,UKRAINE,Call reporting IED - First Responders action - no explosive,,"Legal College, owned by Peoples Deputy Sergey Kivalov,  in Biskvitny Lane ","Call reporting IED - First Responders action - no explosive Legal College, owned by Peoples Deputy Sergey Kivalov,  in Biskvitny Lane "
189,00:00.0,CACHE/FOUND,0,0,Kukshym,CHERNIHIV,UKRAINE,Some explosives were found after the detention of suspects,,,Some explosives were found after the detention of suspects 
190,00:00.0,UNKNOWN,0,1,Shyroka,LUHANSK ,UKRAINE,A device detonated when trying to open an abandoned bag,,Possible VOIED,A device detonated when trying to open an abandoned bag Possible VOIED
191,00:00.0,CACHE/FOUND,0,0,Borovske,LUHANSK,UKRAINE,A roadside IED was found,,"Electric detonator, TNT block & VOG-25 grenade as main cahrge","A roadside IED was found Electric detonator, TNT block & VOG-25 grenade as main cahrge"
192,00:00.0,UNKNOWN,0,1,Lviv,LVIV,UKRAINE,A patrol car was blown up in front of its Police Station,,Chuprinky Street. VAZ-2109 car of Frankivskiy district Police Department ,A patrol car was blown up in front of its Police Station Chuprinky Street. VAZ-2109 car of Frankivskiy district Police Department 
193,00:00.0,CACHE/FOUND,0,0,Chasir Yav,DONETSK,UKRAINE,Explosives were found during a search after some detentions,,25 + 12 Kg of plastic explosive found in the house of a suspectÇs parents,Explosives were found during a search after some detentions 25 + 12 Kg of plastic explosive found in the house of a suspectÇs parents
194,00:00.0,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Central railway station,Call reporting IED - First Responders action - no explosive Central railway station
195,00:00.0,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Against District Court,Call reporting IED - First Responders action - no explosive Against District Court
196,00:00.0,UNKNOWN,0,0,Kievæ,æKIEV,UKRAINEæ,"IEDs were detonated against offices of ""Sberbank of Russia""",,Akhmatova Street & Kurenivka Street,"IEDs were detonated against offices of ""Sberbank of Russia"" Akhmatova Street & Kurenivka Street"
197,00:00.0,UNKNOWN,0,0,Troyitske,LUHANSK,UKRAINE,Road bridge between Popasna and Troyitske was blown up,,,Road bridge between Popasna and Troyitske was blown up 
198,00:00.0,CACHE/FOUND,0,0,Illicha,DONETSK,UKRAINE,2 suspected IEDs were found laid under railway,,"TM-62M landmines as main charge. No evidence of switch, possible HOAX","2 suspected IEDs were found laid under railway TM-62M landmines as main charge. No evidence of switch, possible HOAX"
199,00:00.0,UNKNOWN,0,1,Novotoshkivske,LUHANSK,UKRAINE,A civilian was injured by a device activated through tripwire,,It is not clear if it was a landmine or an IED,A civilian was injured by a device activated through tripwire It is not clear if it was a landmine or an IED
200,00:00.0,UNKNOWN,0,0,Sumy,SUMY,UKRAINE,IED was detonated against Sdovoba party local office,,,IED was detonated against Sdovoba party local office 
201,00:00.0,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Suspicious IED - First Responders action - no explosive,,Liberty Square,Suspicious IED - First Responders action - no explosive Liberty Square
202,00:00.0,CACHE/FOUND,0,0,Kievæ,æKIEV,UKRAINEæ,Explosives were seized durig the detntion of suspects,,TNT,Explosives were seized durig the detntion of suspects TNT
203,00:00.0,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"Against ""Derzhprom"" & ""Universytet "" metro station in Svobody Square","Call reporting IED - First Responders action - no explosive Against ""Derzhprom"" & ""Universytet "" metro station in Svobody Square"
204,00:00.0,UNKNOWN,0,0,Kherson,KHERSON,UKRAINE,IED used against residence of Regional State governor,,,IED used against residence of Regional State governor 
205,00:00.0,UNKNOWN,1,0,Troyitske,LUHANSK,UKRAINE,A soldier was killed due to the detonation of an IED,,,A soldier was killed due to the detonation of an IED 
206,00:00.0,UNKNOWN,0,0,Poposna,LUHANSK,UKRAINE,IED attack against a railway bridge,,6 more IEDs were found. Artillery shells açused as main charge.,IED attack against a railway bridge 6 more IEDs were found. Artillery shells açused as main charge.
207,00:00.0,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,A device was blown up,,In the crossing of Admiralsky Avenue and Krasnova Street,A device was blown up In the crossing of Admiralsky Avenue and Krasnova Street
208,00:00.0,UNKNOWN,0,0,Svitlodarsk,DONETSK,UKRAINE,IED attack against a railway bridge,,,IED attack against a railway bridge 
209,00:00.0,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,A device was blown up against a billboard with patriotic message,,(200 gr TNT equ) Between Velika Arnautska St & Staroportofranskivska St,A device was blown up against a billboard with patriotic message (200 gr TNT equ) Between Velika Arnautska St & Staroportofranskivska St
210,00:00.0,CACHE/FOUND,0,0,TBD,ZAPORIZHYE,UKRAINE,2 suspects were detained while transporting explosive and weapons,,370 gr of plastic explosive,2 suspects were detained while transporting explosive and weapons 370 gr of plastic explosive
211,00:00.0,UNKNOWN,0,0,Yasynuvata,DONETSK,UKRAINE,A device was blown up against railway,,"Between ""Yasinovataya"" & ""Skotovataya"" stations","A device was blown up against railway Between ""Yasinovataya"" & ""Skotovataya"" stations"
212,00:00.0,CACHE/FOUND,0,0,Chasiv Yar,DONETSK,UKRAINE,12 Kg of plastic explosive were seized after a detention of suspects,,,12 Kg of plastic explosive were seized after a detention of suspects 
213,00:00.0,CACHE/FOUND,0,0,Gavrilovka,DNIPROPETROVSK,UKRAINE,Explosive and weapons were seized inside a car during a road control,,"Some quantities of TNT and plastic explosive, along with rockets","Explosive and weapons were seized inside a car during a road control Some quantities of TNT and plastic explosive, along with rockets"
214,00:00.0,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"Against ""Derzhprom"" & ""Universytet "" metro station","Call reporting IED - First Responders action - no explosive Against ""Derzhprom"" & ""Universytet "" metro station"
215,00:00.0,CACHE/FOUND,0,0,TBD,SUMY,UKRAINE,A man was detained while trying to use an IED against a gas pipeline,,"Urengoy_Pomary_Uzhgorod pipeline, near ""Ukrtransgaz""operation center ","A man was detained while trying to use an IED against a gas pipeline Urengoy_Pomary_Uzhgorod pipeline, near ""Ukrtransgaz""operation center "
216,00:00.0,UNKNOWN,1,5,Mariupol,DONETSK,UKRAINE,A homemade sea mine detonated against a patrol boat,,The boat was leaving the Korabelno bay. It was reported as WBIED,A homemade sea mine detonated against a patrol boat The boat was leaving the Korabelno bay. It was reported as WBIED
217,00:00.0,HOAX/FALSE,0,0,Kievæ,æKIEV,UKRAINEæ,Suspicious IED - First Responders action - no explosive,,In the Rada (City Council) in Khrestchatyk Street,Suspicious IED - First Responders action - no explosive In the Rada (City Council) in Khrestchatyk Street
218,00:00.0,UNKNOWN,0,0,Dachne,ODESSA,UKRAINE,A fridge train was affected by the detonation of a device,,2 devices detonated in both sides of railway (total 10 Kg TNT equivalent),A fridge train was affected by the detonation of a device 2 devices detonated in both sides of railway (total 10 Kg TNT equivalent)
219,00:00.0,CACHE/FOUND,0,0,Kharkiv,KHARKIV,UKRAINE,Suspect arrested trying to use an IED against a railway bridge,,TM-62 mine main charge + cellphone switch. Kupyansk-Svyatogorsk way.,Suspect arrested trying to use an IED against a railway bridge TM-62 mine main charge + cellphone switch. Kupyansk-Svyatogorsk way.
220,00:00.0,CACHE/FOUND,0,0,Kapitanove,LUHANSK ,UKRAINE,IED was found. Mortar grenade with plastic explosive as main charge.,,Search after an attack with 2 MON-50 mines against a civilian car,IED was found. Mortar grenade with plastic explosive as main charge. Search after an attack with 2 MON-50 mines against a civilian car
221,00:00.0,CACHE/FOUND,0,0,Kharkiv,KHARKIV,UKRAINE,Suspect arrested trying to use an IED against a military  fuel depot,,"TM-62 mine + SPM charge, cellphone as switch, electric detonator","Suspect arrested trying to use an IED against a military  fuel depot TM-62 mine + SPM charge, cellphone as switch, electric detonator"
222,00:00.0,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"Against ""Derzhprom"" & ""Universytet "" metro station in Svobody Square","Call reporting IED - First Responders action - no explosive Against ""Derzhprom"" & ""Universytet "" metro station in Svobody Square"
223,00:00.0,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Suspicious IED - First Responders action - no explosive,,Lenins Avenue,Suspicious IED - First Responders action - no explosive Lenins Avenue
224,00:00.0,UNKNOWN,0,0,Shoirohino,DONETSK,UKRAINE,A device was command detonated in a residential area,,,A device was command detonated in a residential area 
225,00:00.0,CACHE/FOUND,0,0,Kharkiv,KHARKIV,UKRAINE,"Three elements of a criminal group were arrested, explosives seized",,8 Kg of TNT/plastic explosive and 240 electric detonators. ,"Three elements of a criminal group were arrested, explosives seized 8 Kg of TNT/plastic explosive and 240 electric detonators. "
226,00:00.0,UNKNOWN,2,0,Stanytsia Luhanska,LUHANSK ,UKRAINE,Two civilians died after an IED detonation,,,Two civilians died after an IED detonation 
227,00:00.0,UNKNOWN,1,0,Vynohradne,DONETSK,UKRAINE,A fiherman died after the detonation of a device in the seaport,,Officials related the device with the one against a patrol boat (07 Jun 2015),A fiherman died after the detonation of a device in the seaport Officials related the device with the one against a patrol boat (07 Jun 2015)
228,00:00.0,HOAX/FALSE,0,0,Kievæ,æKIEV,UKRAINEæ,Suspicious IED - First Responders action - no explosive,,Schevchenko Boulevard,Suspicious IED - First Responders action - no explosive Schevchenko Boulevard
229,00:00.0,CACHE/FOUND,0,0,Stanytsia Luhanska,LUHANSK,UKRAINE,A device was discovered by Security Forces,,"120 mm mortar projectile as a main charge, attached to a RC switch","A device was discovered by Security Forces 120 mm mortar projectile as a main charge, attached to a RC switch"
230,00:00.0,HOAX/FALSE,0,0,Mikolayiv,MIKOLAYIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Against a trolleybus,Call reporting IED - First Responders action - no explosive Against a trolleybus
231,00:00.0,UNKNOWN,0,0,Kievæ,æKIEV,UKRAINEæ,IED attack against a ROSHEN store,,Minskaya Street in Obolon district,IED attack against a ROSHEN store Minskaya Street in Obolon district
232,00:00.0,UNKNOWN,1,1,Kievæ,æKIEV,UKRAINEæ,An IED was detonated in a residential area,,Dniprovskyi district,An IED was detonated in a residential area Dniprovskyi district
233,00:00.0,VOIED,1,1,Stanytsia Luhanska,LUHANSK ,UKRAINE,Soldiers were affected by the detonation of an improvised device,,,Soldiers were affected by the detonation of an improvised device 
234,00:00.0,CACHE/FOUND,0,0,Pavlohrad,DNIPROPETROVSK,UKRAINE,Two detainees when trying to lay an IED,,Bridge over Vovcha river,Two detainees when trying to lay an IED Bridge over Vovcha river
235,00:00.0,UNKNOWN,1,0,Severodonetsk,LUHANSK,UKRAINE,One person was killed due to the detonation of a device,,,One person was killed due to the detonation of a device 
236,00:00.0,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Suspicious IED - First Responders action - no explosive,,Inside a car parked in front of Regional State Administration,Suspicious IED - First Responders action - no explosive Inside a car parked in front of Regional State Administration
237,00:00.0,UNKNOWN,7,0,Mikhailivka,LUHANSK,UKRAINE,An IED was used in an ambush against a separatist leader,SHADOWS,"Alexey Mozgovoy, GHOST BN Commander. In highway Lugansk-Alchevsk","An IED was used in an ambush against a separatist leader Alexey Mozgovoy, GHOST BN Commander. In highway Lugansk-Alchevsk"
238,00:00.0,HOAX/FALSE,0,0,Kherson,KHERSON,UKRAINE,Call reporting IED - First Responders action - no explosive,,Against a night club in Ilyicha Street,Call reporting IED - First Responders action - no explosive Against a night club in Ilyicha Street
239,00:00.0,CACHE/FOUND,0,0,Kievæ,æKIEV,UKRAINEæ,æTwo men were detained with explosives and weapons,,One block of TNT along with plastic explosive and an electric detonator,æTwo men were detained with explosives and weapons One block of TNT along with plastic explosive and an electric detonator
240,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Against the National Palace of Arts,Call reporting IED - First Responders action - no explosive Against the National Palace of Arts
241,00:00.0,CACHE/FOUND,0,0,Asinovatstogo,DONETSK,UKRAINE,Explosives were found during the detention of a suspect,,"5 Kg of TNT, detonating cord & detonators","Explosives were found during the detention of a suspect 5 Kg of TNT, detonating cord & detonators"
242,00:00.0,CACHE/FOUND,0,0,Zaporizhia,ZAPORIZHYE,UKRAINE,A man was detained accused of selling explosives,,"17,5 Kg of TNT were seized","A man was detained accused of selling explosives 17,5 Kg of TNT were seized"
243,00:00.0,UNKNOWN,0,0,Gorsk,LUHANSK ,UKRAINE,A device was detonated against railroad,,Between Sentanovka and Shipilovo train stations,A device was detonated against railroad Between Sentanovka and Shipilovo train stations
244,00:00.0,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,An IED was blown up against a politicianÍs house,,"MP Andrey Ilyenko, Svodoba party. Against a window of the house","An IED was blown up against a politicianÍs house MP Andrey Ilyenko, Svodoba party. Against a window of the house"
245,00:00.0,UNKNOWN,0,1,Avdiyivka,DONETSK,UKRAINE,An woman was injured by the detonation of an emplaced IED,,,An woman was injured by the detonation of an emplaced IED 
246,00:00.0,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"Metro station ""Akademika Barabashova""","Call reporting IED - First Responders action - no explosive Metro station ""Akademika Barabashova"""
247,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Peresado?nyh metro station,Call reporting IED - First Responders action - no explosive Peresado?nyh metro station
248,00:00.0,CACHE/FOUND,0,0,Lisichansk,LUHANSK ,UKRAINE,Explosives and weapons were found,,Close to a thermal power station,Explosives and weapons were found Close to a thermal power station
249,00:00.0,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,A device was blown up in front of Odessa College of Railway Transport,,Inside communications box Alekseevskaya Square. 400 gr TNT equivalent,A device was blown up in front of Odessa College of Railway Transport Inside communications box Alekseevskaya Square. 400 gr TNT equivalent
250,00:00.0,UNKNOWN,1,0,Gornyak,DONETSK,UKRAINE,A man died after an IED was blown up inside his car,,Under the driverÇs seat,A man died after an IED was blown up inside his car Under the driverÇs seat
251,00:00.0,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,Railroad was affected by the detonation of a device,,In a suburb of the city. 3 Kg TNT equivalent,Railroad was affected by the detonation of a device In a suburb of the city. 3 Kg TNT equivalent
252,00:00.0,CACHE/FOUND,0,0,Kiev,KIEV,UKRAINE,Almost 8 Kg of explosive seized during a detention,,,Almost 8 Kg of explosive seized during a detention 
253,00:00.0,UNKNOWN,0,0,Slobodka,ODESSA,UKRAINE,A railway bridge was affected by the detonation of a device,,Maloskova Street,A railway bridge was affected by the detonation of a device Maloskova Street
254,00:00.0,CACHE/FOUND,0,0,Hadjibei,ODESSA,UKRAINE,An IED was found in a pipeline platform,,Solontsevaty Lane,An IED was found in a pipeline platform Solontsevaty Lane
255,00:00.0,UNKNOWN,1,0,Energodar,ZAPORIZHYE,UKRAINE,A man died after the detonation of a device,,Artyom Street,A man died after the detonation of a device Artyom Street
256,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Kiev international airport (Zhulyany),Call reporting IED - First Responders action - no explosive Kiev international airport (Zhulyany)
257,00:00.0,HOAX/FALSE,0,0,Odessa,ODESSA,UKRAINE,Call reporting IED - First Responders action - no explosive,,"In Kulikovo Field (Pole Square), against a Trade UnionsÍ House ","Call reporting IED - First Responders action - no explosive In Kulikovo Field (Pole Square), against a Trade UnionsÍ House "
258,00:00.0,CACHE/FOUND,0,0,Kharkiv,KHARKIV,UKRAINE,A civilian was detained while trying to blow a fuel tank up,,,A civilian was detained while trying to blow a fuel tank up 
259,00:00.0,CACHE/FOUND,0,0,Krasnoarmeysk,DONETSK,UKRAINE,Explosives seized during a car check,,19 blocks of TNT (7.6 Kg),Explosives seized during a car check 19 blocks of TNT (7.6 Kg)
260,00:00.0,CACHE/FOUND,0,0,Kiev,KIEV,UKRAINE,Explosives were found during a vehicle control,,400 gr of explosive,Explosives were found during a vehicle control 400 gr of explosive
261,00:00.0,HOAX/FALSE,0,0,Odessa,ODESSA,UKRAINE,Call reporting IED - First Responders action - no explosive,,Against the Kiev District Court,Call reporting IED - First Responders action - no explosive Against the Kiev District Court
262,00:00.0,CACHE/FOUND,0,0,Stanytsia Luhanska,LUHANSK ,UKRAINE,A device composed by two ATGM and a hand grenade was found,,,A device composed by two ATGM and a hand grenade was found 
263,00:00.0,CACHE/FOUND,0,0,Svyatohirsk,DONETSK,UKRAINE,Some IEDs were found during a search with Explosive Detection Dogs,,"In Lysa Hora memorial complex, before a ceremony to start","Some IEDs were found during a search with Explosive Detection Dogs In Lysa Hora memorial complex, before a ceremony to start"
264,00:00.0,HOAX/FALSE,0,0,Krivoy Rog,DNIPROPETROVSK,UKRAINE,Call reporting IED - First Responders action - no explosive,,Against a military dormitory. One drunk sergeant was detained as suspect,Call reporting IED - First Responders action - no explosive Against a military dormitory. One drunk sergeant was detained as suspect
265,00:00.0,CACHE/FOUND,0,0,Antonivka,DNIPROPETROVSK,UKRAINE,Explosives were found in a van during a road control,,"Suspect was detained with some weapons, a 400 gr TNT block and a fuze","Explosives were found in a van during a road control Suspect was detained with some weapons, a 400 gr TNT block and a fuze"
266,00:00.0,HOAX/FALSE,0,0,Zaporizhia,ZAPORIZHYE,UKRAINE,Call reporting IED - First Responders action - no explosive,,Against a nuclear plant power station,Call reporting IED - First Responders action - no explosive Against a nuclear plant power station
267,00:00.0,CACHE/FOUND,0,0,Kharkiv,KHARKIV,UKRAINE,A guy was detained while trying to blow a fortification up,,1.2 Kg of TNT plus detonators were seized,A guy was detained while trying to blow a fortification up 1.2 Kg of TNT plus detonators were seized
